
Comment,Time Stamp (sec),Temperature (K),Field (Oe),Vlong (V),Vhall (V),Vr (V)
,3927057726.03585,8.0000057220459,121258.1640625,-0.00000240419517,,
,3927057726.58153,7.99936819076538,121238.4140625,-0.00000238085272,,
,3927057727.12874,7.99936819076538,121218.5078125,-0.00000237985943,,
,3927057727.68124,7.99984931945801,121194.8046875,-0.00000239550383,,
,3927057728.23084,8.00058364868164,121175.0078125,-0.00000238979205,,
,3927057728.77524,8.00058364868164,121151.4296875,-0.00000239600014,,
,3927057729.32114,8.00112724304199,121131.765625,-0.00000238954372,,
,3927057729.86161,8.00099182128906,121107.984375,-0.00000239612431,,
,3927057730.41145,8.00099182128906,121088.25,-0.00000239500685,,
,3927057731.00356,8.00067615509033,121064.515625,-0.00000238979205,,
,3927057731.52156,8.00094604492188,121040.828125,-0.00000239041241,,
,3927057732.06491,8.00113391876221,121021.1953125,-0.00000238954346,,
,3927057732.61224,8.00144958496094,121001.46875,-0.00000237961051,,
,3927057733.17226,8.00160694122314,120977.6796875,-0.00000238457699,,
,3927057733.70606,8.00135803222656,120957.875,-0.00000239575156,,
,3927057734.26424,8.00151443481445,120934.0859375,-0.00000240183549,,
,3927057734.83127,8.00197410583496,120914.3984375,-0.00000240705029,,
,3927057735.36322,8.00125885009766,120890.7421875,-0.00000133764377,,
,3927057735.90197,8.00106906890869,120870.84375,-0.000000459446482,,
,3927057736.46462,8.00104236602783,120847.15625,-0.000000388177537,,
,3927057737.00652,8.00085067749023,120827.4765625,-0.000000368932439,,
,3927057737.55841,8.00085067749023,120803.6796875,-0.000000343479245,,
,3927057738.10512,8.00051879882813,120784.0234375,-0.000000342113463,,
,3927057738.64969,8.00015640258789,120760.1015625,-0.000000355026329,,
,3927057739.19682,8.00022029876709,120740.1171875,-0.000000328083186,,
,3927057739.74734,8.00012111663818,120716.34375,-0.000000342734296,,
,3927057740.28723,7.99951887130737,120696.5078125,-0.000000339381923,,
,3927057740.83624,7.99954271316528,120676.7109375,-0.000000345962506,,
,3927057741.38078,8.00036716461182,120653.15625,-0.000000340002733,,
,3927057741.93081,8.00023746490479,120633.3828125,-0.000000332925507,,
,3927057742.47505,8.00028991699219,120609.625,-0.000000336402042,,
,3927057743.02489,8.00054931640625,120589.7890625,-0.000000332925507,,
,3927057743.5582,8.00029563903809,120566.046875,-0.00000033118724,,
,3927057744.12761,8.00045680999756,120546.46875,-0.000000335532908,,
,3927057744.67835,8.00053882598877,120522.7265625,-0.00000033565707,,
,3927057745.22966,8.00022506713867,120503.046875,-0.000000344720912,,
,3927057745.767,7.99985361099243,120479.1953125,-0.000000350308201,,
,3927057746.31798,7.99905776977539,120459.3984375,-0.000000331063095,,
,3927057746.86808,7.99914216995239,120439.609375,-0.00000032820737,,
,3927057747.41405,7.99907732009888,120416.2265625,-0.000000345590046,,
,3927057747.95736,7.99928903579712,120392.4609375,-0.00000185875203,,
,3927057748.50677,7.99848794937134,120372.6796875,-0.00000229977547,,
,3927057749.05257,7.9984073638916,120348.8515625,-0.00000235825576,,
,3927057749.60123,7.9986743927002,120329.109375,-0.00000237228607,,
,3927057750.14362,7.99879455566406,120309.4140625,-0.00000237762503,,
,3927057750.6896,7.99902725219727,120286.0859375,-0.00000237625925,,
,3927057751.25224,7.99831628799438,120262.390625,-0.00000237588676,,
,3927057751.81199,7.9982476234436,120242.4921875,-0.00000239984969,,
,3927057752.35821,7.99850225448608,120218.796875,-0.00000239239997,,
,3927057752.90213,7.99806118011475,120198.96875,-0.00000239624899,,
,3927057753.44607,7.99821710586548,120179.3515625,-0.0000023864402,,
,3927057753.99394,7.99848794937134,120155.78125,-0.00000238395696,,
,3927057754.53886,7.99847841262817,120135.890625,-0.00000240618195,,
,3927057755.0873,7.99807405471802,120112.109375,-0.00000239935291,,
,3927057755.63657,7.99858808517456,120092.203125,-0.00000239674551,,
,3927057756.1883,8.00024223327637,120068.34375,-0.00000238830249,,
,3927057756.72943,8.00055980682373,120044.84375,-0.00000238594342,,
,3927057757.27263,8.00094604492188,120025.09375,-0.00000240009788,,
,3927057757.82313,7.99979257583618,120005.25,-0.00000239165487,,
,3927057758.37191,8.00005340576172,119981.515625,-0.00000239823553,,
,3927057758.91595,7.99978590011597,119961.7890625,-0.00000240295368,,
,3927057759.4632,7.99950170516968,119938.03125,-0.00000238904754,,
,3927057760.01224,7.99990224838257,119918.3828125,-0.00000240494027,,
,3927057760.55442,7.99996042251587,119894.59375,-0.000000654504983,,
,3927057761.10041,7.99984407424927,119874.8515625,-0.000000427536923,,
,3927057761.65326,8.00125885009766,119850.9765625,-0.000000398234701,,
,3927057762.19477,8.00125885009766,119831.21875,-0.000000355895473,,
,3927057762.74685,8.00208187103271,119811.671875,-0.000000336526208,,
,3927057763.29211,8.00224685668945,119787.9375,-0.000000340871876,,
,3927057763.83582,8.00224685668945,119768.2890625,-0.000000354157206,,
,3927057764.38732,8.00150775909424,119744.53125,-0.000000339009447,,
,3927057764.9384,8.00192832946777,119724.703125,-0.000000344348425,,
,3927057765.48413,8.00101757049561,119700.9296875,-0.000000335160439,,
,3927057766.09498,8.00106906890869,119681.375,-0.000000352294791,,
,3927057766.63884,7.99945020675659,119653.703125,-0.000000344348425,,
,3927057767.22901,7.99917268753052,119633.8984375,-0.000000353039763,,
,3927057767.77717,7.99893617630005,119610.1328125,-0.000000355647164,,
,3927057768.32423,7.99894142150879,119590.296875,-0.000000365331802,,
,3927057768.86826,7.99849700927734,119570.625,-0.000000348694098,,
,3927057769.4169,7.99872446060181,119547.09375,-0.000000344720914,,
,3927057769.95912,7.99906969070435,119523.25,-0.000000344845076,,
,3927057770.50466,7.99945020675659,119503.484375,-0.000000340002759,,
,3927057771.0572,7.99971580505371,119479.6875,-0.000000343727619,,
,3927057771.6013,8.00032806396484,119459.9453125,-0.000000351549811,,
,3927057772.14714,8.00047397613525,119436.4140625,-0.000000349563219,,
,3927057772.69642,8.00077533721924,119416.7421875,-0.000000411644201,,
,3927057773.2435,8.00074577331543,119396.9921875,-0.00000222912704,,
,3927057773.78639,8.00049781799316,119373.15625,-0.00000233069152,,
,3927057774.33223,8.00027179718018,119349.421875,-0.00000237961134,,
,3927057774.88312,8.00042724609375,119329.71875,-0.00000238532236,,
,3927057775.42833,8.00010108947754,119306.0390625,-0.00000239935266,,
,3927057775.9798,8.0003023147583,119286.3125,-0.00000240456746,,
,3927057776.53235,8.00024223327637,119262.4296875,-0.00000240369833,,
,3927057777.06603,8.0006046295166,119242.71875,-0.00000240469162,,
,3927057777.61359,8.00099182128906,119222.796875,-0.00000239935266,,
,3927057778.16648,8.00126838684082,119203.203125,-0.00000241077556,,
,3927057778.70735,8.00157642364502,119179.6484375,-0.00000241512146,,
,3927057779.25372,8.00152587890625,119155.8828125,-0.00000239575219,,
,3927057779.8014,8.0010871887207,119136.0546875,-0.0000024104033,,
,3927057780.34481,8.00077152252197,119112.4140625,-0.00000240183613,,
,3927057780.89395,8.00081062316895,119092.5859375,-0.00000239699381,,
,3927057781.44257,8.00031280517578,119073.0703125,-0.00000240022201,,
,3927057781.99864,8.00064849853516,119049.3984375,-0.00000240965832,,
,3927057782.54392,8.00037097930908,119029.59375,-0.00000240382271,,
,3927057783.15792,7.9998893737793,119005.78125,-0.00000240531265,,
,3927057783.74473,7.99967241287231,118982.015625,-0.00000240643011,,
,3927057784.29338,7.99990892410278,118958.421875,-0.00000238929576,,
,3927057784.83678,8.00064849853516,118934.7109375,-0.00000239550313,,
,3927057785.38304,8.00078582763672,118914.984375,-0.0000012396799,,
,3927057785.93433,8.00074577331543,118895.109375,-0.000000466275361,,
,3927057786.47425,8.00042247772217,118875.375,-0.000000380603643,,
,3927057787.01779,7.99931955337524,118851.5546875,-0.000000362476004,,
,3927057787.56568,7.99908685684204,118831.9296875,-0.000000363469299,,
,3927057788.12566,7.99883413314819,118808.1953125,-0.000000348818236,,
,3927057788.65976,7.9986743927002,118784.4296875,-0.000000338388632,,
,3927057789.20519,7.99864912033081,118764.546875,-0.000000338636956,,
,3927057789.75448,7.9986743927002,118740.875,-0.00000035924784,,
,3927057790.2996,7.99972105026245,118720.8671875,-0.000000344100082,,
,3927057790.84841,8.00057792663574,118701.4765625,-0.000000341492681,,
,3927057791.39633,8.00082683563232,118677.6953125,-0.000000352170615,,
,3927057791.94496,8.0008716583252,118657.953125,-0.000000350928995,,
,3927057792.49444,8.00020694732666,118634.046875,-0.000000358254551,,
,3927057793.0421,8.00021171569824,118610.3125,-0.000000345962517,,
,3927057793.59,8.00027656555176,118590.703125,-0.000000348942404,,
,3927057794.13894,8.00041580200195,118571.0234375,-0.000000342858468,,
,3927057794.73413,8.00053882598877,118547.28125,-0.000000357633766,,
,3927057795.34712,8.00015640258789,118523.5078125,-0.000000341865194,,
,3927057795.94438,8.00048828125,118499.765625,-0.000000345714215,,
,3927057796.53201,8.00049495697021,118475.9921875,-0.000000341492708,,
,3927057797.08421,8.00068283081055,118452.5546875,-0.000000347204159,,
,3927057797.62897,8.00028991699219,118428.84375,-0.000000340747736,,
,3927057798.25271,8.00028991699219,118408.953125,-0.00000222962454,,
,3927057798.84017,8.00039291381836,118385.2578125,-0.00000235155164,,
,3927057799.39045,8.00023746490479,118361.5546875,-0.00000238631701,,
,3927057799.94063,8.00004768371582,118337.84375,-0.00000239078684,,
,3927057800.48378,8.00040149688721,118318.1953125,-0.00000241276352,,
,3927057801.02229,8.00090217590332,118298.3359375,-0.00000239997483,,
,3927057801.5759,8.00175380706787,118274.5,-0.00000242455871,,
,3927057802.12282,8.00201034545898,118250.84375,-0.00000240134042,,
,3927057802.67331,8.00129508972168,118231,-0.0000024089143,,
,3927057803.2159,8.00103187561035,118211.4921875,-0.00000239736723,,
,3927057803.76466,8.00123405456543,118187.7890625,-0.00000242033721,,
,3927057804.31326,8.00047874450684,118167.9921875,-0.00000240742436,,
,3927057804.8795,8.00032997131348,118148.203125,-0.00000240866613,,
,3927057805.43664,7.99995374679565,118124.5,-0.00000239662242,,
,3927057805.98597,7.99906158447266,118100.8984375,-0.00000240432046,,
,3927057806.53184,7.99869394302368,118081.2109375,-0.00000242269644,,
,3927057807.07047,7.99856042861938,118057.5390625,-0.00000241561921,,
,3927057807.62176,7.99827003479004,118037.65625,-0.00000241599169,,
,3927057808.16743,7.99846649169922,118017.9296875,-0.00000242170279,,
,3927057808.71216,7.99835205078125,117994.1640625,-0.00000240953491,,
,3927057809.26184,7.99800539016724,117970.640625,-0.00000239724287,,
,3927057809.80409,7.99833345413208,117950.84375,-0.00000240332681,,
,3927057810.35032,7.99859476089478,117927.1015625,-0.00000147211185,,
,3927057810.89707,7.99893617630005,117907.34375,-0.00000046528223,,
,3927057811.44677,7.99958658218384,117883.484375,-0.000000403449544,,
,3927057811.99591,8.00004005432129,117863.65625,-0.000000380976225,,
,3927057812.54417,7.99943017959595,117844.1328125,-0.000000364090194,,
,3927057813.07895,7.99941062927246,117820.3984375,-0.00000035005989,,
,3927057813.63729,7.99933385848999,117800.703125,-0.000000346086706,,
,3927057814.18275,8.00008010864258,117776.9609375,-0.000000355274693,,
,3927057814.73037,8.00027656555176,117757.15625,-0.000000357882076,,
,3927057815.27001,8.00046157836914,117733.515625,-0.000000347576633,,
,3927057815.816,8.00067901611328,117713.96875,-0.000000350804844,,
,3927057816.36438,8.00148677825928,117690.1953125,-0.000000346583337,,
,3927057816.91027,8.00148677825928,117670.46875,-0.000000349314901,,
,3927057817.46029,8.00104236602783,117646.625,-0.000000352294788,,
,3927057818.00839,8.00086688995361,117626.78125,-0.000000359868627,,
,3927057818.55076,8.00086688995361,117603.2109375,-0.000000347576596,,
,3927057819.09242,8.00079917907715,117583.5,-0.000000358875331,,
,3927057819.64711,8.0009708404541,117563.6640625,-0.000000352046425,,
,3927057820.19385,8.0009708404541,117539.984375,-0.000000348445729,,
,3927057820.7384,8.00153541564941,117516.2578125,-0.000000362103542,,
,3927057821.28521,8.00196552276611,117496.3203125,-0.000000343975899,,
,3927057821.83486,8.00132369995117,117472.671875,-0.000000347204109,,
,3927057822.37946,8.00137519836426,117452.8828125,-0.000000335160402,,
,3927057822.92345,7.99954652786255,117433.046875,-0.00000176029105,,
,3927057823.51769,7.99954652786255,117409.328125,-0.00000232584865,,
,3927057824.14295,7.99920320510864,117389.4765625,-0.00000238507389,,
,3927057824.67819,7.99895048141479,117361.9609375,-0.00000239960087,,
,3927057825.22449,7.99941968917847,117342.2890625,-0.00000240667823,,
,3927057825.76802,7.9997386932373,117318.5625,-0.00000241052725,,
,3927057826.31334,7.99952554702759,117298.609375,-0.00000241971524,,
,3927057826.86013,7.99975156784058,117274.8515625,-0.00000241214136,,
,3927057827.47304,7.99954652786255,117255.125,-0.00000242629582,,
,3927057828.08129,7.99965238571167,117231.5859375,-0.00000242033645,,
,3927057828.61217,7.99900579452515,117207.7734375,-0.00000241810153,,
,3927057829.19324,7.99900579452515,117184.015625,-0.00000242430963,,
,3927057829.79943,7.99931287765503,117164.296875,-0.0000024286553,,
,3927057830.39156,7.99938011169434,117136.6171875,-0.00000241474916,,
,3927057830.94246,7.99916315078735,117113.1796875,-0.00000241611494,,
,3927057831.49174,7.99961423873901,117093.453125,-0.00000240456798,,
,3927057832.04328,8.00054359436035,117069.6484375,-0.00000240941029,,
,3927057832.58596,8.00104808807373,117049.84375,-0.00000240369884,,
,3927057833.12826,8.00098705291748,117030.0234375,-0.00000242294395,,
,3927057833.67567,8.00095653533936,117006.2578125,-0.00000241189353,,
,3927057834.22327,8.00070667266846,116986.6171875,-0.00000242132984,,
,3927057834.76861,8.00087451934814,116963.015625,-0.00000242195113,,
,3927057835.32668,7.99961280822754,116943.1640625,-0.00000166654955,,
,3927057835.87862,7.99950170516968,116919.3046875,-0.000000478443404,,
,3927057836.40948,7.99943017959595,116899.5859375,-0.000000402083776,,
,3927057836.95581,7.99887657165527,116879.8359375,-0.000000383335314,,
,3927057837.51938,7.99859476089478,116856.3984375,-0.000000359620373,,
,3927057838.0532,7.99881029129028,116832.546875,-0.00000036558016,,
,3927057838.67555,7.99897050857544,116812.859375,-0.000000349066613,,
,3927057839.20668,7.9993748664856,116789.1328125,-0.000000343355161,,
,3927057839.81592,7.99992895126343,116769.234375,-0.000000338761166,,
,3927057840.42816,8.00118541717529,116741.7265625,-0.000000357882115,,
,3927057841.02128,8.0014009475708,116718.0546875,-0.00000034025111,,
,3927057841.57031,8.00137042999268,116694.359375,-0.000000345962558,,
,3927057842.11552,8.00150108337402,116674.609375,-0.000000348073312,,
,3927057842.6677,8.00107765197754,116650.7578125,-0.000000347452502,,
,3927057843.21267,8.00075531005859,116631.0859375,-0.00000034670753,,
,3927057843.76266,8.00081062316895,116607.453125,-0.00000035353644,,
,3927057844.30969,8.00137519836426,116587.6953125,-0.000000356516328,,
,3927057844.85404,8.0017032623291,116563.9453125,-0.000000350059912,,
,3927057845.39825,8.00175380706787,116544.109375,-0.000000332677231,,
,3927057845.94858,8.00151062011719,116520.3828125,-0.000000342610192,,
,3927057846.49222,8.00068283081055,116500.78125,-0.000000339754466,,
,3927057847.04311,8.00069427490234,116477.15625,-0.000000342610192,,
,3927057847.58189,8.00074577331543,116457.3984375,-0.000000347824996,,
,3927057848.14075,7.99941062927246,116433.6015625,-0.0000021738755,,
,3927057848.67046,7.99932861328125,116413.828125,-0.00000234273582,,
,3927057849.23247,7.99939346313477,116394.0390625,-0.00000236719573,,
,3927057849.77701,7.99926519393921,116370.4609375,-0.0000024107766,,
,3927057850.32417,7.99935388565063,116350.8203125,-0.00000241127324,,
,3927057850.86958,7.99884986877441,116327.015625,-0.00000241189405,,
,3927057851.41704,7.99881553649902,116307.0859375,-0.0000024048171,,
,3927057851.96341,7.99891328811646,116283.4765625,-0.0000024058104,,
,3927057852.50187,7.9994330406189,116263.6875,-0.00000239488414,,
,3927057853.05645,7.9995493888855,116240.046875,-0.00000241959238,,
,3927057853.60628,7.99970006942749,116220.1640625,-0.00000241388093,,
,3927057854.15082,7.99967622756958,116196.5546875,-0.00000240618288,,
,3927057854.6931,7.99946355819702,116176.7578125,-0.00000240593459,,
,3927057855.24316,8.0001163482666,116156.7578125,-0.00000240829366,,
,3927057855.78691,8.00013542175293,116133.2265625,-0.00000242008906,,
,3927057856.33024,8.00036239624023,116113.484375,-0.00000240879031,,
,3927057856.87414,7.99992895126343,116089.671875,-0.00000241971657,,
,3927057857.43806,7.99853658676147,116069.9140625,-0.00000240369967,,
,3927057857.98089,7.9980149269104,116046.0546875,-0.00000239736758,,
,3927057858.5253,7.99807405471802,116026.2578125,-0.00000241288783,,
,3927057859.07604,7.99864912033081,116002.625,-0.00000242356577,,
,3927057859.61932,7.99824190139771,115979.03125,-0.00000241251535,,
,3927057860.16548,7.99840354919434,115959.25,-0.00000240531395,,
,3927057860.70905,7.99862909317017,115939.359375,-0.000000532578108,,
,3927057861.25856,7.99887132644653,115915.65625,-0.000000409905993,,
,3927057861.80246,7.99887132644653,115896.15625,-0.000000366449292,,
,3927057862.34701,7.99967622756958,115872.6015625,-0.000000361110326,,
,3927057862.92327,7.99958658218384,115852.8671875,-0.000000345217589,,
,3927057863.47093,7.99982309341431,115829.2890625,-0.000000328083232,,
,3927057864.00707,7.99990224838257,115809.546875,-0.000000342237701,,
,3927057864.56069,8.00004005432129,115789.6484375,-0.000000346335024,,
,3927057865.1034,8.00004005432129,115766.125,-0.000000340126925,,
,3927057865.64752,8.00107288360596,115742.3828125,-0.000000340002763,,
,3927057866.19677,8.00139427185059,115722.6484375,-0.000000342486003,,
,3927057866.74041,8.00139427185059,115698.9375,-0.000000342734327,,
,3927057867.28769,8.00166797637939,115679.046875,-0.00000033292553,,
,3927057867.83316,8.00150108337402,115655.3515625,-0.000000340002734,,
,3927057868.37652,8.00166130065918,115635.734375,-0.000000336774523,,
,3927057868.94013,8.00161266326904,115615.859375,-0.000000345341698,,
,3927057869.53473,8.00131034851074,115592.1171875,-0.000000331683883,,
,3927057870.09595,8.00148010253906,115568.3984375,-0.000000331311397,,
,3927057870.68527,8.00172328948975,115544.6484375,-0.000000359868646,,
,3927057871.23392,8.00152587890625,115525.0546875,-0.000000345217517,,
,3927057871.7804,8.00113391876221,115500.828125,-0.000000347824917,,
,3927057872.32759,8.00140571594238,115476.9765625,-0.000000339506068,,
,3927057872.86806,8.00100803375244,115457.078125,-0.00000149222542,,
,3927057873.41179,8.0010871887207,115437.2421875,-0.0000022965464,,
,3927057873.95724,8.00127792358398,115417.4921875,-0.00000236260055,,
,3927057874.50506,8.00130558013916,115393.890625,-0.0000024030777,,
,3927057875.04926,8.00158214569092,115370.171875,-0.00000239724209,,
,3927057875.5954,8.00171661376953,115350.3515625,-0.00000239488301,,
,3927057876.15313,8.00113773345947,115326.5859375,-0.00000242021205,,
,3927057876.69951,8.00050926208496,115306.6875,-0.00000240841666,,
,3927057877.23938,8.00055980682373,115286.9375,-0.00000242070869,,
,3927057877.78849,8.00051307678223,115263.46875,-0.00000241748044,,
,3927057878.33398,7.99976348876953,115239.7890625,-0.00000240680251,,
,3927057878.88407,7.9998893737793,115219.9375,-0.00000241698379,,
,3927057879.42188,7.99934577941895,115196.1953125,-0.00000241226564,,
,3927057879.97815,7.99934959411621,115180.390625,-0.00000239972528,,
,3927057880.52158,7.99931001663208,115156.875,-0.00000240270517,,
,3927057881.06722,7.999267578125,115133.1953125,-0.00000240556115,,
,3927057881.614,7.99891328811646,115113.5,-0.00000240965849,,
,3927057882.15772,7.99905252456665,115089.6875,-0.00000241077595,,
,3927057882.7266,7.99892663955688,115069.7265625,-0.0000024040712,,
,3927057883.32934,7.9991569519043,115046.046875,-0.00000240444369,,
,3927057883.91508,7.99923753738403,115022.5703125,-0.00000240133964,,
,3927057884.46657,7.99903106689453,114998.828125,-0.00000241412853,,
,3927057885.01819,7.99893045425415,114979.0859375,-0.00000238780619,,
,3927057885.55734,7.99908685684204,114959.140625,-0.000000655250009,,
,3927057886.11168,7.9992823600769,114935.4765625,-0.000000405436117,,
,3927057886.65468,7.99967622756958,114911.796875,-0.000000366076771,,
,3927057887.20499,8.00021743774414,114892.2421875,-0.000000333173848,,
,3927057887.74994,8.00030708312988,114868.484375,-0.000000324606668,,
,3927057888.29157,7.9996075630188,114848.5078125,-0.000000329324822,,
,3927057888.84421,7.99917793273926,114828.59375,-0.00000033044228,,
,3927057889.38757,7.9991512298584,114804.8828125,-0.000000323240886,,
,3927057890.00502,7.99975156784058,114785.25,-0.000000321502618,,
,3927057890.59358,7.99935388565063,114757.6171875,-0.000000321502618,,
,3927057891.14319,7.99965667724609,114737.8828125,-0.000000322744243,,
,3927057891.68305,7.99906158447266,114714.125,-0.000000327214074,,
,3927057892.23243,7.99936294555664,114694.25,-0.000000312314637,,
,3927057892.78043,7.99939346313477,114670.6015625,-0.000000321502623,,
,3927057893.3243,7.99969863891602,114646.9921875,-0.000000328704018,,
,3927057893.86866,8.00010108947754,114627.1796875,-0.000000326096617,,
,3927057894.41513,8.00064468383789,114607.375,-0.000000317653588,,
,3927057894.96377,8.0010871887207,114587.5859375,-0.000000316784454,,
,3927057895.50828,8.00151062011719,114559.859375,-0.000000321254284,,
,3927057896.05698,8.00131893157959,114540.390625,-0.000000317032778,,
,3927057896.60495,8.00056457519531,114520.5625,-0.000000319764341,,
,3927057897.15491,7.99961280822754,114496.9375,-0.000000319516017,,
,3927057897.70063,7.99966859817505,114477.078125,-0.000000389294961,,
,3927057898.24285,7.99976348876953,114453.359375,-0.00000221211581,,
,3927057898.79099,7.99967622756958,114433.5546875,-0.00000234683147,,
,3927057899.33858,7.9995493888855,114414.0625,-0.00000236160673,,
,3927057899.88525,8.00027656555176,114390.2890625,-0.00000237588535,,
,3927057900.4318,7.9998664855957,114366.5234375,-0.00000239227472,,
,3927057900.97423,7.9998664855957,114346.734375,-0.00000240059341,,
,3927057901.52329,7.99970674514771,114326.828125,-0.00000238345907,,
,3927057902.08226,8.00017929077148,114303.28125,-0.00000238407988,,
,3927057902.6189,8.00023746490479,114283.515625,-0.00000238917052,,
,3927057903.16384,8.00056457519531,114259.828125,-0.00000240431827,,
,3927057903.70969,8.0002555847168,114239.953125,-0.00000238345907,,
,3927057904.25692,8.0002555847168,114216.3046875,-0.00000239662003,,
,3927057904.79935,7.99959564208984,114196.5703125,-0.00000239289518,,
,3927057905.34933,7.9998574256897,114173.078125,-0.0000023895428,,
,3927057905.92262,7.9998574256897,114153.28125,-0.00000239972408,,
,3927057906.46421,8.00129508972168,114129.4375,-0.00000239364015,,
,3927057907.01346,8.00113391876221,114109.75,-0.00000239066026,,
,3927057907.54968,8.00076293945313,114086.0078125,-0.00000239053622,,
,3927057908.09886,8.00091171264648,114066.09375,-0.00000239475773,,
,3927057908.65192,8.00086212158203,114042.9453125,-0.00000240183496,,
,3927057909.19621,8.00034713745117,114023.1015625,-0.00000238631472,,
,3927057909.74012,8.00057792663574,113999.359375,-0.00000239525438,,
,3927057910.28593,8.00066566467285,113979.6015625,-0.00000194988569,,
,3927057910.83194,8.00013160705566,113955.7578125,-0.000000463667937,,
,3927057911.3792,8.00024604797363,113936.09375,-0.000000365455876,,
,3927057911.92936,8.00030708312988,113912.53125,-0.000000343230896,,
,3927057912.47144,8.00030708312988,113892.6875,-0.00000032783482,,
,3927057913.06445,7.9999885559082,113872.8984375,-0.000000326096554,,
,3927057913.68675,7.99945688247681,113849.328125,-0.000000311817935,,
,3927057914.22415,7.99936819076538,113821.5234375,-0.000000311942107,,
,3927057914.81352,7.99957036972046,113801.9609375,-0.000000312066282,,
,3927057915.43936,8.00002956390381,113778.2578125,-0.000000316163626,,
,3927057915.97537,7.99963521957397,113754.515625,-0.000000317777731,,
,3927057916.53355,7.99967622756958,113734.703125,-0.000000328207333,,
,3927057917.07768,8.00020313262939,113710.9765625,-0.000000311817958,,
,3927057917.69006,7.99973297119141,113691.234375,-0.000000332180515,,
,3927057918.28416,7.99976873397827,113663.6484375,-0.000000336650358,,
,3927057918.82481,7.99991846084595,113643.8671875,-0.000000333173823,,
,3927057919.3777,7.99933767318726,113620.078125,-0.000000321999248,,
,3927057919.92219,7.99954271316528,113600.28125,-0.000000326841564,,
,3927057920.48241,7.99962615966797,113576.4296875,-0.000000327586536,,
,3927057921.0269,7.99946212768555,113552.9921875,-0.000000312687126,,
,3927057921.57227,8.00009441375732,113533.15625,-0.000000322744246,,
,3927057922.11788,8.00021171569824,113509.3515625,-0.000000307348161,,
,3927057922.66482,8.00069427490234,113489.46875,-0.000000321875113,,
,3927057923.21075,8.00032806396484,113469.6328125,-0.0000022231675,,
,3927057923.76185,7.99981641769409,113446.03125,-0.00000234571537,,
,3927057924.31044,7.9987998008728,113426.34375,-0.00000237228605,,
,3927057924.85694,7.99888038635254,113402.578125,-0.00000237998409,,
,3927057925.40682,7.9987907409668,113382.7109375,-0.00000239351775,,
,3927057925.94857,7.99893617630005,113362.8828125,-0.00000239153115,,
,3927057926.49532,7.99833726882935,113339.0703125,-0.00000238110155,,
,3927057927.03855,7.99862241744995,113315.578125,-0.0000023982359,,
,3927057927.58884,7.99923324584961,113295.8046875,-0.00000240990712,,
,3927057928.13302,7.99924278259277,113276.1015625,-0.00000241164538,,
,3927057928.67561,7.99931001663208,113252.265625,-0.00000240071913,,
,3927057929.21955,7.99950170516968,113228.3984375,-0.00000239947751,,
,3927057929.83494,7.99906158447266,113208.7578125,-0.00000240332653,,
,3927057930.44391,7.99919652938843,113185.4609375,-0.00000239960167,,
,3927057930.98498,7.99993658065796,113161.9140625,-0.00000239662132,,
,3927057931.54825,7.99981641769409,113138.1328125,-0.00000240022202,,
,3927057932.17292,7.99970674514771,113118.25,-0.00000238085275,,
,3927057932.72129,7.99962615966797,113094.59375,-0.00000238606755,,
,3927057933.31315,7.99960088729858,113071.125,-0.00000239339311,,
,3927057933.85651,7.99888038635254,113051.265625,-0.00000239997369,,
,3927057934.40222,7.99896097183228,113027.46875,-0.00000237700379,,
,3927057934.94481,8.00012111663818,113003.71875,-0.00000240233283,,
,3927057935.4917,7.99935913085938,112983.8046875,-0.000000810824877,,
,3927057936.03923,7.99951505661011,112960.21875,-0.00000040854014,,
,3927057936.58622,7.99945688247681,112940.453125,-0.00000035651628,,
,3927057937.13342,7.99968671798706,112920.7578125,-0.000000330566431,,
,3927057937.68028,7.99967241287231,112897.0859375,-0.000000334291276,,
,3927057938.22855,8.00049781799316,112877.3359375,-0.000000311321317,,
,3927057938.76972,8.00032997131348,112853.6875,-0.000000320385139,,
,3927057939.32398,8.00052642822266,112833.9609375,-0.000000311569641,,
,3927057939.87339,8.00062942504883,112810.3515625,-0.000000314922013,,
,3927057940.47075,8.00105953216553,112786.65625,-0.000000318646872,,
,3927057941.06061,8.00132369995117,112766.8125,-0.000000316784423,,
,3927057941.62674,8.00151443481445,112742.9609375,-0.000000307099794,,
,3927057942.17144,8.00189781188965,112719.171875,-0.000000321875062,,
,3927057942.71074,8.0024528503418,112699.671875,-0.000000307223956,,
,3927057943.25175,8.00240421295166,112676.0078125,-0.000000314425347,,
,3927057943.87076,8.00157642364502,112656.1328125,-0.000000316536099,,
,3927057944.46192,8.00050449371338,112632.3828125,-0.000000312811275,,
,3927057945.01214,8.00047397613525,112608.6015625,-0.000000324979147,,
,3927057945.5561,8.00040149688721,112588.828125,-0.000000314301219,,
,3927057946.10311,8.00038814544678,112565.265625,-0.00000031504619,,
,3927057946.64776,8.00058364868164,112541.6640625,-0.000000316411972,,
,3927057947.19425,8.00131034851074,112521.84375,-0.00000031442538,,
,3927057947.74601,8.00142192840576,112498.0234375,-0.000000567343262,,
,3927057948.29346,8.00131511688232,112478.2734375,-0.00000225035848,,
,3927057948.83838,8.00086212158203,112454.703125,-0.00000235217128,,
,3927057949.38464,8.00087451934814,112435.015625,-0.00000238606749,,
